KRT8	2.89414e+06	
TPX2	2.89306e+06	
ZFPM2	2.89029e+06	
GATAD2B	2.88913e+06	
ECT2	2.86386e+06	
LIG3	2.81465e+06	
ITGA2	2.80884e+06	
MUC1	2.7975e+06	
KMT5A	2.78831e+06	
IGF1	2.78107e+06	
DLL1	2.77949e+06	
ASXL2	2.77311e+06	
UPF1	2.77297e+06	
NAT10	2.76267e+06	
NT5E	2.76251e+06	
DDX18	2.75654e+06	
ATRIP	2.74252e+06	
RPL4	2.72909e+06	
HCLS1	2.69567e+06	
CDK7	2.67782e+06	
HAVCR2	2.67506e+06	
BIRC5	2.67067e+06	
HEATR1	2.64864e+06	
MCM3	2.6486e+06	
MAML1	2.64329e+06	
FXR1	2.63826e+06	
MERTK	2.6156e+06	
CYFIP2	2.60969e+06	
SKP1	2.6049e+06	
PDCD1	2.60247e+06	
RAF1	2.59273e+06	
LAMA5	2.59262e+06	
NRG1	2.59191e+06	
ELN	2.58269e+06	
NOC2L	2.5786e+06	
SRPK1	2.56191e+06	
HBB	2.56083e+06	
PELP1	2.55416e+06	
NOX1	2.54458e+06	
ERN1	2.53911e+06	
SMARCC2	2.50056e+06	
AATF	2.4999e+06	
PPP3CA	2.49423e+06	
TGFBR1	2.48734e+06	
TAF4	2.48573e+06	
SDHC	2.48433e+06	
MCM10	2.46194e+06	
ABCC5	2.45932e+06	
SND1	2.44333e+06	
PKD1	2.43582e+06	
LYN	2.4271e+06	
SERPINB5	2.42166e+06	
TGFB2	2.41806e+06	
RBM15	2.40971e+06	
BMPR2	2.40668e+06	
TNXB	2.39963e+06	
CSNK1A1	2.38043e+06	
HADHA	2.36535e+06	
SUMO1	2.36126e+06	
FANCL	2.35968e+06	
BCL2A1	2.35559e+06	
TCF4	2.35301e+06	
SLC3A2	2.35195e+06	
MSN	2.35034e+06	
TLR2	2.34975e+06	
NBN	2.34771e+06	
PRLR	2.34164e+06	
MTA2	2.32792e+06	
SYK	2.31259e+06	
CD1C	2.31149e+06	
KARS1	2.30468e+06	
CNOT2	2.29268e+06	
NUP214	2.28384e+06	
MYO7A	2.28096e+06	
UIMC1	2.27256e+06	
TBL1XR1	2.25545e+06	
ZWINT	2.24648e+06	
RTN4	2.23987e+06	
NFKB2	2.2347e+06	
RHOA	2.23456e+06	
E2F2	2.23078e+06	
ITGB2	2.22041e+06	
IKBKE	2.21418e+06	
PAPPA	2.20209e+06	
KIF5B	2.19334e+06	
MLH3	2.18205e+06	
HTRA2	2.17183e+06	
BCOR	2.16843e+06	
HNRNPA1	2.1653e+06	
SMARCD1	2.16327e+06	
PIAS3	2.15625e+06	
ACTN4	2.15541e+06	
BBC3	2.15462e+06	
NFYA	2.15414e+06	
PAXIP1	2.15269e+06	
BRD8	2.14038e+06	
TNFRSF10B	2.13005e+06	
RPS9	2.12857e+06	
DDX42	2.12526e+06	
TERF1	2.12362e+06	
NUP133	2.12007e+06	
AXL	2.11804e+06	
RANGAP1	2.10288e+06	
KIF11	2.09676e+06	
